SN,Yr_disclosure,Regions,Codes,NoStuR,NoStuE,NoStuE_ODC,StuEmp_CEA,NoCEA,Class_UND30,NoStuE_MJCred,NoStuE_LBCred,NoStueE_Cap,CapFund,TPTC,NoStuE_VolCLPG,No_VolCLPG,LibLit_pStuE,LibSpen_pStuE,NoStuR_pFac,NoStuE_pFac,NoStuE_EntreCL,NoStuE_EntrePG,NoStuE_EntreCLPG,NoFac_Entre,EntreFund_Col,EntreFund_Bus,Startup_Fund,EntreFund_pStuE,StuEStartup_Fund,Rfac_pStuR,Rfac_pStuE,BookPub_pFac,PaperPub_pFac,RLand_pStuR,RLand_pStuE,RFacil_StuR,RFacil_StuE,Tot_FinanSup,No_FinanSup,Tot_GF,No_GF,Tot_RGF,No_RGF,Profit_CIC,TotIncome_CIC,EduSupFee_pStudE,TotEduSup_Fee,TotExt_Schol,NatSchol,TotInt_Schol,Disast_Schol,TotSchol,Schol_pStuE,Cred_pRFac,Cred_pCFac,TotCred,AveGradScore,NoGrad,NoEmpl,NoExcep,Freelancer,Founder,IndFac_H,IndFac_D,IndFac_C,SafeFund_SCI,REnrol_StuR
296,2021,05_Daegu,C021,3879,4006,259,73,122,1899,56527,8392,248,16911770,124,294,8,38.6,22882.4,31.03,32.05,1111,116,1227,3,0,41071470,41071470,33473.081,41071470,67.57,64.77,0.17,0.201,65.1,62.1,183.8,175.2,10244760676,28,8971041706,14,1273718970,14,1158748755,9637235462,11005870.5,45047028108,13244774111,13197274111,4978431333,546863910,18223205444,4584454.2,2609.1,2948,5557.1,3.5,1397,956,153,0,29,0,0,0,13028980,87.6
297,2021,05_Daegu,C022,6192,6672,45,4,1,2208,100851,13872,1803,128288040,141,454,2,35.6,23880.2,33.11,35.68,2463,1302,3765,4,7696642,314338030,322034672,85533.777,314338030,61.11,56.67,0.041,0.134,30,28.6,137.7,131.3,11218040350,37,10569962350,20,648078000,17,559227305,10382310522,9872634.4,68703662511,19984352334,19805255004,6476209230,666500000,26460561564,3908502.4,4010.5,4328.5,8339,3.49,2457,1609,188,3,11,12,20,2,0,87.5
298,2021,05_Daegu,C023,3235,3302,258,89,130,988,46797,7583,277,47956849,108,335,10,37,38595.2,38.51,39.31,530,170,700,3,0,178010324,178010324,254300.463,29659555,54.9,53.85,0.11,0.251,281.8,261.3,192.3,178.2,8673108863,29,6619576310,20,2053532553,9,64554900,8438929430,11085873.5,38623183330,9644584750,9564559250,3234515160,317700000,12879099910,3866436.5,1569.3,2419.7,3989,3.52,1309,736,208,0,21,3,0,0,20006700,87.6
299,2021,05_Daegu,C024,5016,5096,553,129,214,1859,76014,17499,694,88982490,320,440,7,38.5,27102.1,35.83,36.4,1745,237,1982,4,40339000,125973000,166312000,83911.201,190312000,57.14,56,0.023,0.295,101.7,102.9,175.6,177.7,10446080000,25,9991536000,15,454544000,10,28977361,10249703208,10287371.3,60808651891,15926785580,15817132880,6778649280,1321350000,22705434860,4010852.3,3298.8,3587.2,6886,3.62,2362,1538,230,6,17,7,0,0,5513520,82.2
300,2021,05_Daegu,C026,5780,6990,681,202,242,2378,92893,14535,1139,19795780,293,138,2,44.4,29728.8,28.33,34.26,2347,247,2594,2,0,31204000,31204000,12029.298,32104000,74.18,61.63,0.029,0.017,936.5,894.6,145.7,139.2,12326811000,34,11854916000,18,471895000,16,1125283122,13005995505,10885073.9,86949970395,23794927480,23602717480,7146913788,761030100,30941841268,4006453.6,5516.5,4234.5,9751,3.47,3263,2215,352,25,16,7,9,0,44997100,90.4
301,2021,06_Busan,C027,5532,5882,78,34,3,2729,75385,16224,647,113171400,195,612,4,35.6,21755.4,30.91,32.86,1554,328,1882,2,40156400,225712135,265868535,141269.147,265868535,67.55,62.81,0.108,0.157,77,82.5,153,165.2,9291324349,25,8963935174,15,327389175,10,137831831,8899731892,10036872.6,66895755703,19583116262,19400457142,5790971070,435713380,25374087332,3930919.8,4562.5,4259.5,8822,3.71,2901,1778,303,0,26,12,13,0,4839510,82.3
302,2021,06_Busan,C028,1494,1494,0,0,0,629,20638,5957,136,5009970,28,86,4,36.1,20207.6,33.95,33.95,448,134,582,4,31969020,0,31969020,54929.588,10422500,59.46,59.46,0.572,0.182,59.6,56.6,146.2,138.8,451094800,12,278750000,3,172344800,9,6470000,322463339,9040543.8,13723545513,3742968350,3707130550,1168785650,2000000,4911754000,3281064.8,862,1211,2073,3.41,446,345,25,0,4,6,0,0,13392050,82.1
304,2021,06_Busan,C030,4775,4271,35,21,124,2896,60085,12825,994,57264614,79,48,1,32.8,24258.1,35.63,31.87,1474,364,1838,2,0,58756865,58756865,31967.826,58756865,58.52,64.73,0.234,0.137,107.7,125.1,163,189.3,10192420549,27,9575439420,17,616981129,10,3572681907,13748244080,10952057.4,58122568358,14620646591,14477537821,3869859950,375319000,18490506541,3638431,4118.3,2977.5,7095.8,3.58,2349,1260,264,0,20,7,10,0,8015070,71
305,2021,06_Busan,C031,3083,2748,286,99,137,1398,35488,6412,377,28540707,68,559,49,39.2,19621.6,33.88,30.2,779,468,1247,3,1000000,20471000,21471000,17218.123,20471000,61.49,67.91,0.133,0.182,137.1,156.5,151.9,173.3,7231336166,17,6671636416,8,559699750,9,156227243,7680855366,10930124.9,33894317270,8509927205,8471581145,2285829850,0,10795757055,3626388,2249.4,1872.6,4122,3.47,1004,675,117,5,10,1,18,0,12952950,77.2
306,2021,06_Busan,C032,2855,2631,0,0,0,1378,23442,7814,397,19311241,199,13,1,50.4,17489,33.59,30.95,2187,298,2485,6,51575000,0,51575000,20754.527,0,65.89,71.43,0.072,0.109,145.7,159.1,148.9,162.7,909685000,15,587094000,7,322591000,8,222709680,959959812,10266351,26949171430,10072489940,10072489940,2533951250,300920000,12606441190,5143386.9,1906,2143,4049,3.26,876,485,164,2,44,5,0,0,2310000,88.2
307,2021,06_Busan,C033,2984,3143,529,136,347,1932,39750,8563,579,46135691,239,116,3,46.5,18323.6,25.95,27.33,346,89,435,4,0,0,0,0,59750000,81.56,77.18,0.204,0.067,186.4,177.5,219.9,209.5,10461174000,16,10189199000,9,271975000,7,249944960,10692725065,10909169.5,38869371065,9060080190,8946563790,3100000230,171484000,12160080420,3459482.3,3208,2573,5781,3.38,1601,856,237,2,9,4,9,0,8819810,82.6
308,2021,06_Busan,C034,2661,2434,250,76,72,847,34462,7532,505,51915787,55,943,8,62.1,22614.5,37.48,34.28,1069,78,1147,1,269400,24651740,24921140,21727.236,38689400,59.17,63.39,0.16,0.145,142.8,140.5,168.2,165.5,5630977000,5,5600970000,4,30007000,1,28819092,5218086290,10343158.9,27688636365,7196056391,7131598351,2253204400,200165600,9449260791,3595609.1,1469,1625,3094,3.23,942,616,61,0,8,2,0,0,0,80.8
309,2021,06_Busan,C035,902,682,0,0,0,562,8800,935,0,0,0,0,0,20.7,8693.8,39.22,29.65,0,0,0,0,0,0,0,0,0,51.11,67.65,0,0,337.9,456,180.6,243.7,0,0,0,0,0,0,820000,1194455,8727665.1,5952267631,1880542721,1864002721,592955200,0,2473497921,3846808.6,467.3,755,1222.3,3.5,278,88,80,1,7,0,0,0,923820,70.6
310,2021,07_Ulsan,C037,4559,5249,655,115,265,2349,56252,14843,338,25843207,281,0,0,33.1,24656,30.8,35.47,3226,1739,4965,4,0,0,0,0,106143410,66.37,57.59,0.012,0.338,242.4,235.9,150.7,146.7,14402659600,45,13215159600,31,1187500000,14,1664951788,15086292673,10207964.1,58389554814,12003810010,11514977170,4495135140,461410000,16498945150,2964770,4504.9,3194.9,7699.8,3.56,1941,1101,108,8,9,22,0,0,17593970,96.3
311,2021,07_Ulsan,C038,2163,2713,0,0,0,561,37520,7847,621,38234381,23,234,127,32.6,26346,30.04,37.68,424,137,561,4,0,56603000,56603000,100896.613,56603000,67.29,53.73,0.067,0.228,227.7,183.6,174.5,140.7,4287400000,15,3847500000,8,439900000,7,8701908,4044839567,9603707.2,26390987288,6788915157,6713028390,2051857200,220005500,8840772357,3255070.8,1720,1244,2964,3.7,863,648,42,0,10,7,0,0,16530000,94.2
312,2021,08_Gwangju,C039,3239,3673,0,0,0,883,46915,9007,454,25126120,44,400,3,56.6,21642.9,32.07,36.37,398,84,482,2,0,43227920,43227920,89684.481,43227920,63.13,55.49,0.064,0.46,106.6,98.7,144.4,133.7,6077642000,10,5680542000,6,397100000,4,156519992,6696751480,9444924.7,35257903753,9623923090,9549756880,2070084100,198639040,11694007190,3201206.5,2290,1850,4140,3.51,1296,978,88,0,6,7,10,0,0,91.3
313,2021,08_Gwangju,C040,444,593,0,0,0,19,7433,2700,0,0,0,33,2,61.3,48203.4,24.67,32.94,25,17,42,2,0,2057300,2057300,48983.333,2057300,78.26,60,0,0.29,221.9,168.4,128.3,97.4,1713000000,1,1713000000,1,0,0,0,1807882432,9850538.1,5861070176,1324832500,1307282500,485360140,87506750,1810192640,3052601.4,349.8,133.2,483,3.34,164,144,2,0,0,1,0,0,0,97.3
314,2021,08_Gwangju,C041,2847,2604,0,0,0,1258,41031,5492,660,28108930,103,169,4,55,21381.7,36.5,33.38,984,115,1099,2,0,40000000,40000000,36396.724,40000000,56.93,62.4,0.038,0.145,99.2,95.5,195.6,188.2,5222427683,18,4189361683,9,1033066000,9,178098880,5398610552,9184949.5,28776446937,7795064337,7746214337,1690900600,92355900,9485964937,3178942.7,1722,2615,4337,3.53,1168,704,180,0,19,4,0,0,8464390,81.1
315,2021,08_Gwangju,C042,4123,5018,294,94,101,1995,57686,9869,834,65035420,199,216,11,21,21621.4,29.66,36.1,951,71,1022,2,3600000,13347830,16947830,16583.004,16947830,69.85,57.44,0.098,0.083,133.7,133.9,131.1,131.3,8828973000,19,8167188000,12,661785000,7,106104400,8780356201,10030068.3,52366986502,13526219398,13489737898,3463715743,0,16989935141,3326142.4,3043.2,4045.8,7089,3.44,2135,1308,247,8,21,0,0,0,14727950,90.5
316,2021,08_Gwangju,C044,556,743,44,0,4,154,11772,2273,60,2400000,0,207,1,47.5,17374.9,21.38,28.58,646,64,710,3,0,0,0,0,4060000,92.86,68.42,0.039,0.672,396,296.3,116.3,87,1315000000,3,1315000000,3,0,0,6200000,147720350,9106380.8,7021019612,1646903000,1634265000,500570000,0,2147473000,2785308.7,470.4,172.6,643,3.34,207,173,1,0,0,0,0,0,4957000,95.3
317,2021,08_Gwangju,C045,3018,3036,219,75,86,1411,42885,7451,493,99399823,161,309,3,34.4,11861.4,31.77,31.96,801,44,845,2,40000,25576281,25616281,30315.125,25576281,63.76,63.33,0.028,0.321,237.9,251.8,153.9,162.8,5663713200,19,5556713200,15,107000000,4,85131971,6882855687,9665599.9,32428087601,7405232145,7378312145,2413563318,0,9818795463,3061676.2,2502,2176,4678,3.55,1424,867,201,39,16,3,0,0,13793000,88
318,2021,09_Kyunggi,C046,3456,3579,20,11,60,2166,46778,15513,885,76466870,19,23,2,32.7,27776.1,30.05,31.12,1785,153,1938,1,33600000,199099270,232699270,120071.863,232699270,67.65,65.34,0.027,0.025,85.6,98.3,114.9,132,8629818400,39,7002824800,18,1626993600,21,1097889907,9890601309,10614451.6,50015295985,10904977470,10809101870,4276304835,265100000,15181282305,3393982.2,3423,3522,6945,3.45,1843,1075,206,1,20,15,2,0,9800450,81
319,2021,09_Kyunggi,C047,3665,3845,279,75,111,2112,51712,11474,0,0,103,1052,2,37.5,34842.1,29.09,30.52,1248,168,1416,2,2200000,13678940,15878940,11213.941,15878940,73.26,69.61,0.131,0.257,130.4,139.9,154.8,166.1,8475436400,20,7910967000,10,564469400,10,428464716,9878618753,11397366.9,50513129954,12867827480,12618759130,4660121470,491465420,17527948950,4111646.5,3529.1,2633.9,6163,3.48,1809,1007,330,24,15,4,1,0,57063010,81.9
320,2021,09_Kyunggi,C048,5109,6208,464,140,65,2392,45544,3125,1142,86392444,273,316,2,22.2,21526.6,30.05,36.52,1992,163,2155,2,7724091,0,7724091,3584.265,31128041,69.96,57.43,0.161,0.107,267.1,242.7,201.2,182.9,21133417040,20,7140798000,8,13992619040,12,278018071,15789660422,12001027.2,77466630385,19231303603,19093590683,6811022000,1876201000,26042325603,4108270.3,4412.2,3419.7,7831.9,3.56,2233,1672,320,73,11,1,0,0,12273010,95.6
321,2021,09_Kyunggi,C049,2499,2832,0,0,0,764,28605,5879,675,27169586,155,34,2,42.9,29656,30.11,34.12,1036,83,1119,2,2000000,0,2000000,1787.31,2000000,66.4,58.45,0.018,0.097,152.9,123.2,157.2,126.7,1413726745,15,1168693536,9,245033209,6,461074403,1589679661,10456348.7,31463153291,6823844160,6691057740,3416708730,499833860,10240552890,3576860.9,1551,2419,3970,3.52,1182,552,199,2,22,4,0,0,12614030,97.3
322,2021,09_Kyunggi,C050,3863,3236,482,0,7,2276,39613,9658,992,42250000,36,0,0,38,19478.6,36.1,30.24,1673,183,1856,2,14284000,0,14284000,7696.121,0,58.15,69.93,0.031,0.042,172.4,210.2,143.8,175.3,1381277020,17,828400000,5,552877020,12,97057723,1138614311,9214451.7,35540140252,9098610434,9006711834,3645204651,194261800,12743815085,3497205,2479,3110,5589,3.18,1419,983,261,53,26,3,0,0,11547150,77.6
323,2021,09_Kyunggi,C051,2902,2449,0,0,0,1119,30916,7866,378,24083557,145,57,2,36.1,13699,36.73,31,850,87,937,3,10140800,0,10140800,10822.625,10140800,58.96,70.54,0.011,0.203,342,262.1,138,105.8,1939559595,14,977105595,7,962454000,7,175204419,1699839346,9025548.4,30903477633,8189744114,7796391114,2898626720,0,11088370834,3480342.4,1819,2049,3868,3.24,1374,707,219,32,9,14,0,0,2993230,66.5
324,2021,09_Kyunggi,C052,176,429,0,0,0,154,4792,1385,299,4490000,220,132,3,100.1,65489.1,13.54,33,501,171,672,2,381500,32995860,33377360,49668.69,33377360,162.5,72.22,0.009,0.192,3064.7,9361.7,511.7,477.1,1466000000,1,1466000000,1,0,0,1251992757,3634694688,24841426.7,11029593444,904607320,852266640,305671050,16600000,1210278370,2738186.4,335,208,543,3.51,174,148,1,0,0,5,5,0,20232180,101.7
325,2021,09_Kyunggi,C053,6081,7040,313,116,235,1981,72522,20874,2088,59408361,499,26,5,28.1,20464,34.36,39.77,4125,2232,6357,3,19100620,180348610,199449230,31374.741,0,61.03,52.84,0.002,0.091,103.9,99.3,105.9,101.2,12506102080,25,9390803920,21,3115298160,4,919607729,13823054074,10556186.7,77324067496,17421920320,17111714020,7649428990,964207740,25071349310,3559754.3,4345,4575,8920,3.29,2576,1560,244,3,27,4,0,0,7399230,92.8
326,2021,09_Kyunggi,C054,4128,4624,177,0,39,1731,62751,7572,1795,27032180,0,69,6,32.1,9490.1,32.25,36.13,1645,377,2022,3,500000,40665080,41165080,20358.595,40665080,64.97,57.4,0.045,0.245,64.7,59.5,138.7,127.6,7407388670,9,4472270000,3,2935118670,6,331270967,8277919206,9107330.6,43660542719,10436532329,10311623434,4411379798,937700002,14847912127,3163168.3,3336,2300,5636,3.51,1604,1209,100,0,11,1,1,0,12798822,92.4
327,2021,09_Kyunggi,C055,5481,5548,283,102,199,2174,65150,11018,805,134483424,212,61,3,38.5,24709.6,33.22,33.62,4571,306,4877,3,2600000,108848815,111448815,22851.92,108848815,62.5,61.34,0.068,0.102,86.3,96.8,106.2,119.1,10439195027,26,8880560540,17,1558634487,9,1583592580,11106414397,9899808,59844339191,13530989830,13146869650,5741198200,1431396000,19272188030,3334288.6,4320,3637,7957,3.29,2508,1299,307,61,14,20,0,0,19388720,89.5
328,2021,09_Kyunggi,C056,2469,3016,0,0,0,1607,27939,9639,838,92119180,120,169,2,36.2,32764.5,31.65,38.67,2699,152,2851,4,346940,81991258,82338198,28880.462,82338198,62.9,51.66,0.001,0.112,2633.4,2155.8,156.8,128.4,5320630000,8,5320630000,8,0,0,544136494,6027890773,11946159.2,37080878150,8166032360,8040394180,2988392030,0,11154424390,3724348.7,1589.6,2883.4,4473,3.49,1061,605,132,9,32,8,5,0,0,94.2
329,2021,09_Kyunggi,C057,3256,3013,30,3,10,1430,38031,4887,771,34890223,109,15,1,38.9,26076.1,35.39,32.75,3257,245,3502,5,0,46450570,46450570,13264.012,46450570,60.53,65.71,0.005,0.088,265.6,334.8,139.2,175.4,5189060000,14,4831060000,11,358000000,3,70669583,5188457901,10687998.6,37557627176,10096283840,10041897930,2801431960,393411080,12897715800,3938233.8,2376,2153,4529,3.51,1487,879,184,11,8,7,0,0,12806480,81
330,2021,09_Kyunggi,C058,4532,3173,183,40,43,1506,45211,7808,721,58904900,112,2387,9,31.5,24627.5,33.57,23.5,669,156,825,2,18619582,9935710,28555292,34612.475,8099932,60,84.91,0.12,0.036,341.9,497.9,143.9,209.5,5626692840,8,753992840,5,4872700000,3,183600382,7178842364,11334493.6,47854231868,8973925165,8868734047,3261677345,357493000,12235602510,3074272,2983.6,2031,5014.6,3.35,1746,1499,186,0,18,6,16,0,13739620,64.1
331,2021,09_Kyunggi,C059,5286,7196,211,84,160,3111,89048,13988,945,89143340,227,215,2,40.3,29036.4,27.25,37.09,1050,236,1286,5,40347304,12151820,52499124,40823.58,12151820,78.54,57.57,0.093,0.159,154.3,152,180.1,177.4,14074556217,32,9720015807,15,4354540410,17,361807835,13791017794,11353632.6,87479739468,22525079700,22367385490,9545568150,2628293940,32070647850,4322772.3,5770,5262,11032,3.49,3211,1918,338,31,29,19,2,0,0,93
332,2021,09_Kyunggi,C060,1841,3147,0,0,0,1910,34886,7718,754,85293409,176,18,1,34.9,60973.8,21.16,36.17,952,30,982,4,70163396,53568843,123732239,126000.243,6091216,93.55,55.06,0.126,0.214,515.6,285.6,202.2,112,354340000,11,210500000,5,143840000,6,201107272,543671425,10941782.9,33930468710,6856273160,6628005300,4205603519,611200000,11061876679,3624468.1,1549,3314.6,4863.6,3.41,1034,534,126,1,34,9,3,0,23818120,99.7
333,2021,09_Kyunggi,C061,3170,6197,371,97,45,3682,67158,10382,726,32018459,209,101,3,17.3,21605.7,20.19,39.47,1794,116,1910,2,17332850,0,17332850,9074.791,17332850,107.53,56.88,0.199,0.058,154.6,109.5,174.3,123.4,5051415860,29,2932827000,11,2118588860,18,549209670,4257134562,10140874.8,54882414533,15041202110,14963202470,6818405790,682843650,21859607900,4017571.8,4700,6585,11285,3.62,1915,1234,241,3,22,1,4,0,4759000,93
334,2021,09_Kyunggi,C062,5313,4621,85,35,58,1729,67549,18240,1078,34227340,16,25,3,38.1,23794,38.5,33.49,1833,98,1931,2,2987262,0,2987262,1547.003,0,55.42,63.3,0.069,0.085,170.3,200.8,135.7,159.9,1330144727,14,1090588727,10,239556000,4,1551214914,7304746830,8233824.6,49246504973,12071709087,11930797337,4818108360,546900000,16889817447,3029020.3,3271,2406,5677,3.34,2257,1519,182,4,14,11,0,0,0,77.5
335,2021,09_Kyunggi,C063,4064,3996,24,22,5,1120,50534,7914,1057,57028473,68,1009,4,45.1,28991.2,34.74,34.15,1173,1224,2397,2,38527210,0,38527210,16073.096,39383210,60,60.62,0.003,0.019,69.7,70.4,107,107.2,2450150570,18,422016400,4,2028134170,14,425204061,2076325605,10392787.5,45385303227,9472332717,9406731757,4341052894,354512167,13813385611,3250973.3,2555,2529,5084,3.49,1547,1119,93,74,10,7,0,0,18152500,88.3
336,2021,09_Kyunggi,C064,6175,6488,0,0,0,1486,76923,11159,626,19815830,289,56,2,28.9,26983.2,35.9,37.72,2829,241,3070,2,5735000,54343310,60078310,19569.482,60078310,59.31,56.39,0.088,0.075,61.3,63,118,121.3,8302639457,27,8070965807,15,231673650,12,1190416819,9400104917,9758530.5,65860322028,16012894450,15817244790,6775894255,1245875200,22788788705,3510287.8,4161.3,3553.3,7714.6,3.46,2497,1589,271,34,19,22,0,0,11694210,91.4
337,2021,09_Kyunggi,C065,3795,2993,0,0,0,1102,51102,9513,420,5183490,3,0,0,34.7,22104.8,33,26.03,2533,65,2598,3,125182550,0,125182550,48184.199,0,63.89,79.86,0.085,0.059,506.1,658.2,139,180.7,1625235390,13,514390000,7,1110845390,6,779687426,2263107723,9184700.5,37390915708,9733118840,9527068590,3644867510,904725000,13377986350,3472997.5,2684,1425,4109,3.51,1726,985,199,32,17,4,0,0,17724040,71.4
338,2021,09_Kyunggi,C067,4055,4200,0,0,0,1135,54077,10529,318,17657500,56,219,7,43.3,29631.1,32.7,33.87,802,117,919,3,0,69260000,69260000,75364.527,11925700,64.92,62.31,0.188,0.306,147.2,147.6,126.5,126.8,5168219341,12,5063893891,7,104325450,5,407189504,9904462387,10884058.3,49522465326,12066722435,11786938780,3925339121,0,15992061556,3609131.5,2809.8,2324,5133.8,3.45,1514,1010,118,1,8,8,10,0,8705390,87.1
339,2021,09_Kyunggi,C068,5110,4526,0,0,0,2932,62591,13010,1108,24600000,39,2982,8,37.5,23053.9,32.14,28.47,1077,210,1287,4,43000000,95200000,138200000,107381.507,138200000,63.6,71.3,0.151,0.053,240.2,288.7,112.4,135.1,6811699732,22,4972955727,11,1838744005,11,198207483,5821205604,10561548.7,56578216620,12694060577,12554426537,5437648650,703161940,18131709227,3542733.3,4190,3439,7629,3.24,2000,1184,240,11,17,5,2,0,4287000,76.3
340,2021,09_Kyunggi,C069,5681,5813,269,86,89,2494,67834,11414,2213,192345541,346,471,38,34.7,23218,35.07,35.88,3276,252,3528,2,3600000,40913070,44513070,12617.083,44513070,61.6,60.45,0.019,0.119,100.7,107.7,140.7,150.3,10481062271,20,8497058000,8,1984004271,12,364799522,10901474680,10198519.1,61497070024,16315304798,15917741818,6080000000,997600000,22395304798,3854613.6,4534,3455,7989,3.45,2276,1474,205,26,17,1,0,0,323470,91.4
341,2021,09_Kyunggi,C070,4292,4706,383,117,158,1638,50608,7705,1416,171076236,153,206,2,33.4,26843.4,34.06,37.35,3491,495,3986,3,9632000,67871000,77503000,19443.803,77503000,62.38,57.27,0.016,0.111,178.7,183.6,117.4,120.6,9876091635,48,7635686265,25,2240405370,23,972863358,10111124419,9773042.6,50409353704,10270395822,10195436822,4742006005,848799770,15012401827,3077573.2,2574.5,3257.6,5832.1,3.1,2120,1226,239,59,15,27,0,0,40722920,92.3
342,2021,09_Kyunggi,C071,3704,3258,14,3,5,1924,42135,7684,891,77707572,152,132,6,42.5,23730.8,33.07,29.09,2132,693,2825,3,24616116,95755740,120371856,42609.507,120371856,64,72.73,0.077,0.193,114.8,131.4,121.7,139.3,5527040000,19,4440660000,12,1086380000,7,844716624,6264068453,10415852.5,40642656355,8229262215,8082370810,3903471860,675049000,12132734075,3279117.3,2788,2440,5228,3.29,1463,878,179,13,8,9,27,0,2548120,78.5
343,2021,09_Kyunggi,C072,1797,840,0,0,0,188,9175,3374,0,0,0,0,0,9.2,0,48.57,22.7,0,0,0,0,0,0,0,0,0,51.39,108.82,0,0,182.4,545.8,279.5,418.2,0,0,0,0,0,0,43650582,51857439,6203299.8,6842239688,387581720,366131720,1049677170,0,1437258890,1381979.7,777,291,1068,3.45,387,177,18,0,3,0,0,0,42640790,45.5
344,2021,09_Kyunggi,C073,4517,4455,540,61,248,1328,50307,3517,1012,90915588,247,0,0,44.3,23520.6,32.04,31.6,4126,796,4922,2,0,48573470,48573470,9868.645,48573470,65.89,66.2,0.048,0.186,37.3,38.1,133.8,136.6,8541029078,19,8443729078,16,97300000,3,511966043,8635136644,9839608.2,47781137323,12438041626,12204161326,4018570950,696935000,16456612576,3590794.8,3008.5,2471,5479.5,3.17,1954,1143,168,82,16,17,0,0,14280790,91.7
345,2021,09_Kyunggi,C074,5367,4101,1093,4,13,2386,68009,9823,171,15482368,21,373,3,36.5,32538.6,37.01,28.28,1345,421,1766,4,56729812,9500000,66229812,37502.725,2000000,60.42,78.38,0.029,0.372,185.7,251.2,242.4,327.9,4427023739,28,1205661890,14,3221361849,14,116337258,3545422370,8962911,49609712540,12313669833,12155439913,5621559820,296165720,17935229653,3500240,3356,3967,7323,3.34,2205,1344,276,60,28,0,0,0,11438130,68.8
346,2021,09_Kyunggi,C075,3444,3424,25,0,1,1853,32010,3846,745,60000000,146,100,2,49.8,27610.9,31.89,31.7,1273,264,1537,3,0,34906420,34906420,22710.748,34906420,62.79,62.79,0.162,0.023,205.2,205.3,131,131.1,5365536574,21,4424023340,13,941513234,8,697757016,5879518805,10444281.7,40126930454,9287269990,9156755270,3511135090,727283350,12798405080,3475938.4,2646,3251,5897,3.24,1281,678,161,116,6,8,6,0,49947270,88.2
347,2021,09_Kyunggi,C076,1860,1653,14,7,1,1027,22083,7965,252,17725712,7,41,2,50,47023.9,32.63,29,471,62,533,3,0,4373400,4373400,8205.253,4373400,71.25,78.08,0.057,0.116,193.9,233.1,230.8,277.5,2757395000,4,2745000000,3,12395000,1,15023000,3048514268,11131046.8,21961555306,5490307907,5162505338,1916607154,369467212,7406915061,4054140.7,1562.1,1133.4,2695.5,3.5,814,587,67,0,5,7,0,0,18638630,78.2
348,2021,09_Kyunggi,C077,683,691,190,1,101,604,6754,1129,159,13811120,3,57,2,84,138902.4,12.42,12.56,254,98,352,4,0,105731530,105731530,300373.665,105731530,166.67,161.76,0.02,0.215,889.5,1149.2,475.1,613.8,3252600000,8,3252600000,8,0,0,599355682,3408171026,0,0,1489020250,1443714730,413806560,61700000,1902826810,2936461.1,1056,770,1826,3.62,232,117,52,1,4,0,0,0,13334110,87.4
349,2021,10_Gangwon,C078,2628,2443,0,0,0,874,35294,5930,215,15666140,59,92,3,36.8,15616,31.29,29.08,248,76,324,2,22660190,15900000,38560190,119012.932,38560190,66.14,70,0.251,0.032,179.2,179.1,168.8,168.7,2430700000,9,2062000000,3,368700000,6,50043452,1909441160,9260356,24660327969,7288235727,6855166047,1524544100,203582670,8812779827,3380429.5,1595,1460.1,3055.1,3.43,928,619,85,0,15,0,0,1,4549300,75.7
350,2021,10_Gangwon,C079,711,597,0,0,0,279,12971,2423,0,0,0,6,1,47.7,13502.7,79,66.33,160,0,160,0,0,0,0,0,0,25.71,30,0.111,0.028,2578.7,2403.2,431.6,374.3,500000000,3,0,0,500000000,3,28495520,299520930,8191416.5,8289713528,2963183008,2765283283,623010070,0,3586193078,3727851.4,236,463,699,3.58,435,255,44,0,14,0,0,0,0,68.2
351,2021,10_Gangwon,C080,659,579,67,2,12,440,6998,1184,91,5044550,9,327,7,97.5,57395.9,21.97,19.3,237,175,412,2,95265000,49700700,144965700,351858.495,10540000,90.91,100,0.111,0.29,1906.1,2175.4,360.3,411.2,3561618584,20,2627568584,11,934050000,9,165174484,3734563912,0,0,847135790,822342230,444605630,0,1291741420,2234846.7,353,730,1083,3.23,231,132,67,0,6,0,9,1,22507580,86.9
354,2021,10_Gangwon,C083,956,967,10,2,2,362,12203,2422,364,9225740,99,317,9,46.6,21621.2,32.97,33.34,1370,160,1530,2,8000000,12234100,20234100,13224.902,0,67.44,67.44,0.065,0.274,874.7,1069.3,320.4,391.7,471332000,9,50000000,1,421332000,8,34483800,334268943,8951240.8,9309290393,3583337880,2982243080,641854000,0,4225191880,4267870.6,840.4,548.1,1388.5,3.61,421,261,86,0,11,0,2,4,0,87
355,2021,10_Gangwon,C084,575,649,13,0,43,366,7295,2382,244,20885410,0,38,1,27.4,44140.5,23,25.96,259,105,364,3,0,23162800,23162800,63634.066,7515900,86.21,73.53,0.256,0.181,1564.2,1367.2,209,182.7,1329000000,3,1129000000,1,200000000,2,0,1132804962,13078442.2,8304810810,1764242720,1748906600,467550000,61800000,2231792720,3664684.3,522.7,632.3,1155,3.25,163,149,34,0,3,0,0,1,20275287,79
356,2021,10_Gangwon,C085,892,945,0,0,0,481,11656,1356,39,2374240,8,20,4,48.6,22611,29.73,31.5,851,27,878,2,3900000,13000000,16900000,19248.292,0,66.67,63.83,0.103,0.035,1833.5,1811.4,234.1,231.3,908682744,13,522982744,3,385700000,10,245371080,511028399,10178357.6,9628726327,2487760520,2381590520,810692700,0,3298453220,3616725,634,750,1384,3.45,263,213,33,0,9,1,0,0,6827640,81.9
